image_path,class,width,height,format,mode,duplicate,label,split
dataset\Apple___Cedar_apple_rust\image (42).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1033).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (235).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (316).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (1479).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (67).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Apple_scab\image (142).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Cedar_apple_rust\image (93).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Apple_scab\image (624).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (92).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (322).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (455).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1418).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (243).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (254).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (76).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (401).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (644).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (196).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (708).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (860).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (556).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (98).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (450).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (358).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (738).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (464).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1623).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (245).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (379).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (10).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (151).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1441).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1565).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1041).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1325).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (581).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (527).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Apple_scab\image (320).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (54).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (1018).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1550).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (541).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (711).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (467).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (419).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1017).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (269).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1476).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Cedar_apple_rust\image (174).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (379).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Cedar_apple_rust\image (20).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Black_rot\image (538).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (1318).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (690).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (254).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Black_rot\image (580).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1346).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1269).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (91).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (534).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1151).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (204).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (523).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (194).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (80).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (472).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (567).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (467).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (193).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (722).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (958).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (519).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (48).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (455).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (457).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (244).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Cedar_apple_rust\image (8).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___healthy\image (1409).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (127).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (500).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (325).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (12).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (773).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (625).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (268).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Cedar_apple_rust\image (255).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1172).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (225).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (337).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (189).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (559).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (585).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (20).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (301).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (425).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (283).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Black_rot\image (605).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (568).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Apple_scab\image (191).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (1092).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (286).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1245).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1223).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (502).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (181).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Cedar_apple_rust\image (238).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1430).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (617).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1119).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (202).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Cedar_apple_rust\image (81).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,validation
dataset\Apple___healthy\image (729).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (446).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Black_rot\image (464).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (271).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (502).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (509).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Apple_scab\image (366).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (594).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1529).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (514).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (558).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (104).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (188).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (766).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (84).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1632).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (956).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (219).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (1109).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (208).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (318).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Apple_scab\image (514).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___healthy\image (1182).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (43).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (281).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1279).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (260).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (14).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (342).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (959).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1071).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1628).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (653).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (677).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (641).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1313).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1113).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (335).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (387).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (567).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (200).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (131).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (309).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (218).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1408).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (30).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (547).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (796).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (459).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (1019).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (412).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (363).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (471).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (700).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (415).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (537).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (167).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1323).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (855).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Apple_scab\image (421).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___healthy\image (1141).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (1570).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (467).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (607).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1315).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (479).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (396).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___healthy\image (1312).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1322).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (426).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1608).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (100).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1131).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (894).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1047).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (190).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (336).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (121).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1403).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (44).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,validation
dataset\Apple___Black_rot\image (559).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Black_rot\image (477).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (382).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (56).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (684).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (13).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (274).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___Apple_scab\image (83).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Black_rot\image (50).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (394).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (962).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1264).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (265).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1175).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (290).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1524).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (29).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (130).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (618).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (645).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Black_rot\image (23).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Black_rot\image (339).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (506).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (200).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (403).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (59).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1633).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (712).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (172).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (516).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (16).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (670).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (620).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (695).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (311).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (59).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___healthy\image (1149).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___healthy\image (1168).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (430).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___Apple_scab\image (293).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (84).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1128).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (583).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,test
dataset\Apple___Apple_scab\image (145).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,test
dataset\Apple___Apple_scab\image (296).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (797).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Apple_scab\image (105).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (176).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1297).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Apple_scab\image (569).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (315).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,validation
dataset\Apple___Apple_scab\image (174).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (1193).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___healthy\image (1367).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,test
dataset\Apple___Black_rot\image (324).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
dataset\Apple___healthy\image (193).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___Cedar_apple_rust\image (130).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___Apple_scab\image (84).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___healthy\image (853).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,validation
dataset\Apple___healthy\image (532).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (222).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,test
dataset\Apple___healthy\image (582).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Black_rot\image (91).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___healthy\image (1504).JPG,Apple___healthy,256,256,JPEG,RGB,False,healthy,train
dataset\Apple___Cedar_apple_rust\image (220).JPG,Apple___Cedar_apple_rust,256,256,JPEG,RGB,False,cedar_rust,train
dataset\Apple___Apple_scab\image (482).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Apple_scab\image (228).JPG,Apple___Apple_scab,256,256,JPEG,RGB,False,apple_scab,train
dataset\Apple___Black_rot\image (37).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,train
dataset\Apple___Black_rot\image (135).JPG,Apple___Black_rot,256,256,JPEG,RGB,False,black_rot,validation
